Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,38.8,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,40.5,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,40.6,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,44.6,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,46.3,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,46.4,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,41.7,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,43.4,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2023,%,43.5,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,38.8,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,40.5,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,40.6,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,44.6,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,46.3,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,46.4,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,41.7,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,43.4,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2023,%,43.5,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,38.8,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,40.5,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,40.6,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,44.6,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,46.3,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,46.4,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,77.4,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,79.5,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20212023,2023,%,79.7,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,74.9,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,77,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,77.2,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,79.9,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,82,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,82.2,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,77.5,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,79.5,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2023,%,79.7,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,75,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,77,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,77.2,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,80,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,82,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,82.2,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,77.5,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,79.5,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2023,%,79.7,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,75,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,77,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,77.2,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,80,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,82,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,82.2,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,6.9,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,7.4,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20212023,2023,million No,7.7,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,6.4,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,6.9,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20212023,2023,million No,7.2,A,FAO data
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,,O,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,,O,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,,O,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,7.4,A,FAO data
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,7.9,A,FAO data
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20212023,2023,million No,8.2,A,FAO data
